
Best Solution:
ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

施設数: 12
札幌市 (423279) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 喜茂別町
旭川市 (97811) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
函館市 (89082) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町
苫小牧市 (81857) → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
帯広市 (62985) → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
釧路市 (59229) → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町
室蘭市 (32772) → receive from: 島牧村, 寿都町, 黒松内町, 真狩村, 留寿都村, 室蘭市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
北見市 (32744) → receive from: 北見市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 陸別町
小樽市 (32045) → receive from: 小樽市, 蘭越町, ニセコ町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
登別市 (11426) → receive from: 登別市
稚内市 (10799) → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町
網走市 (8427) → receive from: 網走市, 清里町, 斜里町, 小清水町, 大空町, 標津町, 羅臼町

TC: {'札幌市': 62959.98108, '旭川市': 46390.299869999995, '函館市': 35008.78791, '苫小牧市': 48106.58742, '帯広市': 25443.31968, '釧路市': 45967.36659, '室蘭市': 14695.261289999999, '北見市': 20726.447790000002, '小樽市': 8772.00561, '登別市': 0.0, '稚内市': 9886.457279999999, '網走市': 3887.50854}
IC: {'札幌市': 148379.85933955677, '旭川市': 48076.31066532725, '函館市': 44942.80374112252, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 33485.66317380824, '室蘭市': 21854.41702772812, '北見市': 21840.95280292915, '小樽市': 21503.777651283024, '登別市': 10223.587875999006, '稚内市': 9815.922821275713, '網走市': 8208.651735936064}
OC: {'札幌市': 62129.59874863676, '旭川市': 57024.56046545789, '函館市': 56442.255725112984, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 50610.440276808426, '室蘭市': 38500.20396999045, '北見市': 38482.4569865044, '小樽市': 38035.18762573496, '登別市': 19938.85940366651, '稚内市': 19174.56440623127, '網走市': 16093.981593951288}

Total cost: 1271231.1219354793

実行時間= 19秒


------------------  施設数: 12  ------------------

個体数＝150
世代数＝70
gen	nevals	avg        	min        	max        
0  	150   	1.79253e+06	1.35655e+06	2.37724e+06
1  	122   	1.66723e+06	1.32211e+06	2.31476e+06
2  	127   	1.61153e+06	1.33931e+06	2.36304e+06
3  	130   	1.60589e+06	1.3219e+06 	2.24017e+06
4  	121   	1.56663e+06	1.3219e+06 	2.10344e+06
5  	133   	1.55536e+06	1.31902e+06	2.15151e+06
6  	125   	1.54651e+06	1.30866e+06	2.27239e+06
7  	131   	1.53438e+06	1.29015e+06	2.19682e+06
8  	134   	1.46748e+06	1.27752e+06	2.19082e+06
9  	131   	1.46917e+06	1.27169e+06	2.13614e+06
10 	120   	1.44412e+06	1.27169e+06	2.06119e+06
11 	135   	1.46367e+06	1.27169e+06	2.10615e+06
12 	136   	1.45589e+06	1.27169e+06	2.22793e+06
13 	131   	1.48265e+06	1.27169e+06	2.21988e+06
14 	127   	1.44283e+06	1.27169e+06	2.02711e+06
15 	126   	1.41901e+06	1.27169e+06	2.01228e+06
16 	128   	1.41844e+06	1.27123e+06	2.1913e+06 
17 	120   	1.39697e+06	1.27123e+06	2.11972e+06
18 	132   	1.37925e+06	1.27123e+06	2.11726e+06
19 	130   	1.37946e+06	1.27123e+06	2.05383e+06
20 	122   	1.40846e+06	1.27123e+06	2.09297e+06
21 	126   	1.39426e+06	1.27123e+06	2.23375e+06
22 	136   	1.38078e+06	1.27123e+06	2.2494e+06 
23 	135   	1.38146e+06	1.27123e+06	2.30288e+06
24 	131   	1.38216e+06	1.27123e+06	2.31016e+06
25 	129   	1.37679e+06	1.27123e+06	2.05138e+06
26 	124   	1.37706e+06	1.27123e+06	2.07235e+06
27 	143   	1.36896e+06	1.27123e+06	2.09495e+06
28 	123   	1.3769e+06 	1.27123e+06	2.18979e+06
29 	130   	1.39644e+06	1.27123e+06	2.04899e+06
30 	135   	1.37504e+06	1.27123e+06	2.02813e+06
31 	130   	1.3877e+06 	1.27123e+06	2.06286e+06
32 	120   	1.35392e+06	1.27123e+06	2.10665e+06
33 	123   	1.33259e+06	1.27123e+06	1.98561e+06
34 	132   	1.40398e+06	1.27123e+06	2.27547e+06
35 	133   	1.38301e+06	1.27123e+06	2.18535e+06
36 	133   	1.37793e+06	1.27123e+06	2.34164e+06
37 	125   	1.37974e+06	1.27123e+06	2.10089e+06
38 	132   	1.36619e+06	1.27123e+06	2.0621e+06 
39 	127   	1.38802e+06	1.27123e+06	2.11726e+06
40 	134   	1.362e+06  	1.27123e+06	2.11411e+06
41 	131   	1.36826e+06	1.27123e+06	2.07595e+06
42 	129   	1.37627e+06	1.27123e+06	1.97342e+06
43 	134   	1.39641e+06	1.27123e+06	2.24179e+06
44 	131   	1.38797e+06	1.27123e+06	2.21361e+06
45 	129   	1.37659e+06	1.27123e+06	2.12708e+06
46 	129   	1.3545e+06 	1.27123e+06	2.0026e+06 
47 	125   	1.37547e+06	1.27123e+06	2.14562e+06
48 	126   	1.39722e+06	1.27123e+06	2.1872e+06 
49 	131   	1.40429e+06	1.27123e+06	2.18808e+06
50 	124   	1.37468e+06	1.27123e+06	1.93806e+06
51 	138   	1.39539e+06	1.27123e+06	2.22301e+06
52 	114   	1.36695e+06	1.27123e+06	2.02059e+06
53 	131   	1.36034e+06	1.27123e+06	2.05388e+06
54 	120   	1.36693e+06	1.27123e+06	2.15155e+06
55 	129   	1.38272e+06	1.27123e+06	2.19979e+06
56 	125   	1.38235e+06	1.27123e+06	2.11765e+06
57 	128   	1.35498e+06	1.27123e+06	2.30502e+06
58 	135   	1.37098e+06	1.27123e+06	2.29874e+06
59 	127   	1.36937e+06	1.27123e+06	2.15188e+06
60 	133   	1.38751e+06	1.27123e+06	2.26292e+06
61 	128   	1.4064e+06 	1.27123e+06	2.12779e+06
62 	126   	1.35835e+06	1.27123e+06	2.02128e+06
63 	131   	1.40054e+06	1.27123e+06	2.26292e+06
64 	130   	1.37419e+06	1.27123e+06	2.16598e+06
65 	136   	1.40448e+06	1.27123e+06	2.18268e+06
66 	128   	1.37049e+06	1.27123e+06	2.10895e+06
67 	121   	1.36337e+06	1.27123e+06	2.2105e+06 
68 	131   	1.3755e+06 	1.27123e+06	2.04772e+06
69 	135   	1.36788e+06	1.27123e+06	2.07295e+06
