
Best Solution:
ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

施設数: 10
札幌市 (455324) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
旭川市 (97811) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
函館市 (89082) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町
苫小牧市 (81857) → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
帯広市 (62985) → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
釧路市 (59229) → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町
室蘭市 (44198) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
北見市 (32744) → receive from: 北見市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 陸別町
稚内市 (10799) → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町
網走市 (8427) → receive from: 網走市, 清里町, 斜里町, 小清水町, 大空町, 標津町, 羅臼町

TC: {'札幌市': 107750.56481999999, '旭川市': 46390.299869999995, '函館市': 35008.78791, '苫小牧市': 48106.58742, '帯広市': 25443.31968, '釧路市': 45967.36659, '室蘭市': 20651.749350000002, '北見市': 20726.447790000002, '稚内市': 9886.457279999999, '網走市': 3887.50854}
IC: {'札幌市': 159613.1891114947, '旭川市': 48076.31066532725, '函館市': 44942.80374112252, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 33485.66317380824, '室蘭市': 27114.20586589729, '北見市': 21840.95280292915, '稚内市': 9815.922821275713, '網走市': 8208.651735936064}
OC: {'札幌市': 66833.21738291832, '旭川市': 57024.56046545789, '函館市': 56442.255725112984, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 50610.440276808426, '室蘭市': 44768.76962017755, '北見市': 38482.4569865044, '稚内市': 19174.56440623127, '網走市': 16093.981593951288}

Total cost: 1250970.0784633714

実行時間= 13秒


------------------  施設数: 10  ------------------

個体数＝150
世代数＝70
gen	nevals	avg        	min        	max        
0  	150   	1.93839e+06	1.36755e+06	2.44688e+06
1  	133   	1.78924e+06	1.31185e+06	2.63323e+06
2  	125   	1.70194e+06	1.31185e+06	2.3382e+06 
3  	141   	1.65295e+06	1.31185e+06	2.37574e+06
4  	139   	1.66209e+06	1.31185e+06	2.2862e+06 
5  	132   	1.63907e+06	1.26957e+06	2.35319e+06
6  	134   	1.61465e+06	1.31766e+06	2.28292e+06
7  	134   	1.547e+06  	1.28464e+06	2.48296e+06
8  	128   	1.5356e+06 	1.27065e+06	2.64217e+06
9  	134   	1.49268e+06	1.26957e+06	2.34935e+06
10 	130   	1.45834e+06	1.26957e+06	2.56919e+06
11 	133   	1.40574e+06	1.26957e+06	2.39187e+06
12 	126   	1.40538e+06	1.26957e+06	2.28666e+06
13 	130   	1.39211e+06	1.26957e+06	2.13408e+06
14 	131   	1.39632e+06	1.26957e+06	2.03202e+06
15 	129   	1.43008e+06	1.26547e+06	2.329e+06  
16 	130   	1.39844e+06	1.26547e+06	2.14789e+06
17 	126   	1.39709e+06	1.26547e+06	2.22663e+06
18 	129   	1.3996e+06 	1.26547e+06	2.21003e+06
19 	138   	1.38433e+06	1.26547e+06	2.17808e+06
20 	129   	1.39381e+06	1.26547e+06	2.26691e+06
21 	125   	1.36113e+06	1.26547e+06	2.00314e+06
22 	130   	1.3902e+06 	1.25097e+06	2.50273e+06
23 	136   	1.38362e+06	1.25097e+06	2.16951e+06
24 	123   	1.36705e+06	1.25097e+06	2.16055e+06
25 	130   	1.38499e+06	1.25097e+06	3.01575e+06
26 	135   	1.35712e+06	1.25097e+06	2.06932e+06
27 	136   	1.41057e+06	1.25097e+06	2.26682e+06
28 	126   	1.37551e+06	1.25097e+06	2.26304e+06
29 	115   	1.38622e+06	1.25097e+06	2.14056e+06
30 	120   	1.34485e+06	1.25097e+06	2.15103e+06
31 	124   	1.37227e+06	1.25097e+06	2.35829e+06
32 	131   	1.3716e+06 	1.25097e+06	2.32077e+06
33 	122   	1.41643e+06	1.25097e+06	2.47905e+06
34 	135   	1.35766e+06	1.25097e+06	2.3331e+06 
35 	127   	1.3525e+06 	1.25097e+06	2.16802e+06
36 	124   	1.36805e+06	1.25097e+06	2.27151e+06
37 	131   	1.36851e+06	1.25097e+06	2.21856e+06
38 	128   	1.37782e+06	1.25097e+06	2.41471e+06
39 	124   	1.4026e+06 	1.25097e+06	2.31854e+06
40 	133   	1.38895e+06	1.25097e+06	2.26067e+06
41 	121   	1.35601e+06	1.25097e+06	2.07447e+06
42 	131   	1.35599e+06	1.25097e+06	2.18568e+06
43 	129   	1.36151e+06	1.25097e+06	2.25402e+06
44 	131   	1.36711e+06	1.25097e+06	2.20312e+06
45 	126   	1.4154e+06 	1.25097e+06	2.14673e+06
46 	130   	1.36243e+06	1.25097e+06	2.39679e+06
47 	128   	1.37053e+06	1.25097e+06	2.62393e+06
48 	130   	1.37069e+06	1.25097e+06	2.11066e+06
49 	125   	1.361e+06  	1.25097e+06	2.32326e+06
50 	127   	1.40249e+06	1.25097e+06	2.33106e+06
51 	126   	1.35152e+06	1.25097e+06	2.18179e+06
52 	131   	1.37034e+06	1.25097e+06	2.16983e+06
53 	135   	1.39013e+06	1.25097e+06	2.16871e+06
54 	127   	1.33558e+06	1.25097e+06	2.62393e+06
55 	132   	1.38415e+06	1.25097e+06	2.05743e+06
56 	123   	1.34935e+06	1.25097e+06	2.21931e+06
57 	132   	1.36184e+06	1.25097e+06	2.86806e+06
58 	130   	1.3593e+06 	1.25097e+06	2.1794e+06 
59 	130   	1.36071e+06	1.25097e+06	2.23394e+06
60 	124   	1.36973e+06	1.25097e+06	2.23616e+06
61 	126   	1.38894e+06	1.25097e+06	2.40141e+06
62 	131   	1.36341e+06	1.25097e+06	2.24764e+06
63 	140   	1.35977e+06	1.25097e+06	2.06419e+06
64 	120   	1.38508e+06	1.25097e+06	2.28136e+06
