
Best Solution:
ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

施設数: 14
札幌市 (413592) → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村
旭川市 (97811) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
函館市 (85552) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町
帯広市 (62438) → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
釧路市 (59229) → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町
苫小牧市 (54657) → receive from: 苫小牧市, 白老町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
千歳市 (37434) → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
北見市 (32744) → receive from: 北見市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 陸別町
小樽市 (32045) → receive from: 小樽市, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
室蘭市 (20448) → receive from: 室蘭市
伊達市 (15854) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
登別市 (11426) → receive from: 登別市
稚内市 (10799) → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町
網走市 (8427) → receive from: 網走市, 清里町, 斜里町, 小清水町, 大空町, 標津町, 羅臼町

TC: {'札幌市': 51250.241969999995, '旭川市': 46390.299869999995, '函館市': 21888.562110000003, '帯広市': 24031.15713, '釧路市': 45967.36659, '苫小牧市': 23820.738299999997, '千歳市': 7618.152480000001, '北見市': 20726.447790000002, '小樽市': 8772.00561, '室蘭市': 0.0, '伊達市': 17210.335590000002, '登別市': 0.0, '稚内市': 9886.457279999999, '網走市': 3887.50854}
IC: {'札幌市': 144984.09508613934, '旭川市': 48076.31066532725, '函館市': 43651.53820412522, '帯広市': 34784.063792500834, '釧路市': 33485.66317380824, '苫小牧市': 31601.246740637347, '千歳市': 24053.958537375052, '北見市': 21840.95280292915, '小樽市': 21503.777651283024, '室蘭市': 15553.955602456843, '伊達市': 12946.778427112222, '登別市': 10223.587875999006, '稚内市': 9815.922821275713, '網走市': 8208.651735936064}
OC: {'札幌市': 60707.724705563414, '旭川市': 57024.56046545789, '函館市': 56077.72567937901, '帯広市': 51569.560143741975, '釧路市': 50610.440276808426, '苫小牧市': 49080.03251097953, '千歳市': 41282.48955536809, '北見市': 38482.4569865044, '小樽市': 38035.18762573496, '室蘭市': 29242.028142221832, '伊達市': 24855.63792829103, '登別市': 19938.85940366651, '稚内市': 19174.56440623127, '網走市': 16093.981593951288}

Total cost: 1294355.0258008048

実行時間= 16秒


------------------  施設数: 14  ------------------

個体数＝150
世代数＝70
gen	nevals	avg        	min        	max        
0  	150   	1.65262e+06	1.31879e+06	2.17299e+06
1  	123   	1.56725e+06	1.31879e+06	2.10985e+06
2  	135   	1.57216e+06	1.31879e+06	2.10004e+06
3  	127   	1.54496e+06	1.31879e+06	2.1461e+06 
4  	135   	1.53508e+06	1.31879e+06	2.12995e+06
5  	131   	1.52731e+06	1.31879e+06	2.13679e+06
6  	135   	1.50431e+06	1.31817e+06	2.12649e+06
7  	116   	1.48622e+06	1.31817e+06	2.17103e+06
8  	133   	1.5012e+06 	1.31339e+06	2.08658e+06
9  	121   	1.43259e+06	1.31339e+06	1.9637e+06 
10 	128   	1.44691e+06	1.31065e+06	2.05367e+06
11 	123   	1.40751e+06	1.30897e+06	2.18205e+06
12 	131   	1.41936e+06	1.30897e+06	2.11475e+06
13 	136   	1.40907e+06	1.30402e+06	1.97291e+06
14 	128   	1.40459e+06	1.30402e+06	2.00649e+06
15 	123   	1.38109e+06	1.30137e+06	1.91729e+06
16 	117   	1.39952e+06	1.30137e+06	2.0482e+06 
17 	138   	1.42063e+06	1.30137e+06	2.08206e+06
18 	121   	1.39717e+06	1.30137e+06	1.88754e+06
19 	126   	1.3862e+06 	1.30137e+06	2.14124e+06
20 	121   	1.38297e+06	1.30137e+06	2.18213e+06
21 	133   	1.39336e+06	1.30137e+06	2.06221e+06
22 	121   	1.38139e+06	1.30137e+06	1.98239e+06
23 	127   	1.39783e+06	1.30137e+06	2.03163e+06
24 	122   	1.37435e+06	1.29436e+06	1.95602e+06
25 	121   	1.37892e+06	1.29436e+06	2.28151e+06
26 	118   	1.38421e+06	1.29436e+06	2.10613e+06
27 	119   	1.37198e+06	1.29436e+06	2.13247e+06
28 	125   	1.40062e+06	1.29436e+06	2.19573e+06
29 	128   	1.37246e+06	1.29436e+06	2.15901e+06
30 	127   	1.39308e+06	1.29436e+06	1.99162e+06
31 	120   	1.37161e+06	1.29436e+06	1.9587e+06 
32 	121   	1.35781e+06	1.29436e+06	2.20157e+06
33 	132   	1.39178e+06	1.29436e+06	2.21522e+06
34 	127   	1.38372e+06	1.29436e+06	2.3362e+06 
35 	131   	1.38279e+06	1.29436e+06	2.10095e+06
36 	130   	1.37772e+06	1.29436e+06	2.13571e+06
37 	130   	1.3862e+06 	1.29436e+06	2.23058e+06
38 	133   	1.41559e+06	1.29436e+06	2.1171e+06 
39 	133   	1.38033e+06	1.29436e+06	2.09175e+06
40 	123   	1.36704e+06	1.29436e+06	2.23771e+06
41 	133   	1.38597e+06	1.29436e+06	2.00667e+06
42 	132   	1.38323e+06	1.29436e+06	2.21736e+06
43 	123   	1.38205e+06	1.29436e+06	2.17372e+06
44 	130   	1.39696e+06	1.29436e+06	2.06523e+06
45 	122   	1.38607e+06	1.29436e+06	2.15092e+06
46 	124   	1.37791e+06	1.29436e+06	2.03818e+06
47 	131   	1.36986e+06	1.29436e+06	2.12958e+06
48 	128   	1.38313e+06	1.29436e+06	2.08435e+06
49 	126   	1.36838e+06	1.29436e+06	2.08447e+06
50 	138   	1.38301e+06	1.29436e+06	1.97939e+06
51 	136   	1.37574e+06	1.29436e+06	2.00692e+06
52 	132   	1.39217e+06	1.29436e+06	2.3362e+06 
53 	128   	1.39247e+06	1.29436e+06	2.13156e+06
54 	123   	1.36296e+06	1.29436e+06	2.16054e+06
55 	124   	1.39384e+06	1.29436e+06	2.11017e+06
56 	124   	1.37726e+06	1.29436e+06	2.14276e+06
57 	125   	1.39285e+06	1.29436e+06	2.07366e+06
58 	129   	1.39754e+06	1.29436e+06	2.34513e+06
59 	134   	1.37879e+06	1.29436e+06	1.92428e+06
60 	127   	1.37934e+06	1.29436e+06	2.14849e+06
61 	130   	1.39091e+06	1.29436e+06	2.07862e+06
62 	129   	1.36639e+06	1.29436e+06	2.13771e+06
63 	114   	1.37061e+06	1.29436e+06	2.12268e+06
64 	134   	1.42031e+06	1.29436e+06	2.13811e+06
65 	122   	1.38337e+06	1.29436e+06	2.0494e+06 
66 	135   	1.39529e+06	1.29436e+06	2.14909e+06
67 	125   	1.37527e+06	1.29436e+06	2.17088e+06
68 	131   	1.40179e+06	1.29436e+06	2.13144e+06
69 	136   	1.39738e+06	1.29436e+06	2.02892e+06
70 	132   	1.37279e+06	1.29436e+06	1.94292e+06
