
実行時間＝102秒
個体数＝650
合計世代数＝173
------------------------  前提  ------------------------

waste=kanen

ごみ量30位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414), 新ひだか町 (4277), 釧路町 (4090), 美幌町 (4063), 白老町 (3395)

焼却施設数: 13
中継施設数: 0

輸送単価＝ 1000 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 170834.13989999998, '旭川市': 154634.33290000004, '函館市': 116695.9597, '帯広市': 66504.60569999999, '苫小牧市': 10268.9103, '釧路市': 17405.8138, '室蘭市': 68839.1645, '北見市': 104359.82640000002, '千歳市': 25393.841600000003, '小樽市': 29240.018700000004, '別海町': 54269.607299999996, '稚内市': 32954.8576, '新ひだか町': 20238.8945}
IC_inc: {'札幌市': 144984.09508613934, '旭川市': 48076.31066532725, '函館市': 44942.80374112252, '帯広市': 34355.666254093485, '苫小牧市': 28040.957147657944, '釧路市': 27746.089065790613, '室蘭市': 27114.20586589729, '北見市': 25357.124756538607, '千歳市': 24053.958537375052, '小樽市': 21503.777651283024, '別海町': 12134.266162326361, '稚内市': 9815.922821275713, '新ひだか町': 8891.044741630374}
OC_inc: {'札幌市': 60707.724705563414, '旭川市': 57024.56046545789, '函館市': 56442.255725112984, '帯広市': 51261.67049056312, '苫小牧市': 45736.80545710201, '釧路市': 45433.20587338103, '室蘭市': 44768.76962017755, '北見市': 42821.615360375356, '千歳市': 41282.48955536809, '小樽市': 38035.18762573496, '別海町': 23423.746010393308, '稚内市': 19174.56440623127, '新ひだか町': 17414.673958611405}

TC_indirect: {}
IC_trans: {}
OC_trans: {}

==============================
Total cost: 1872183.4646505294
==============================

----------------------  輸送情報  ----------------------

direct 札幌市(1133/1133) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村, 喜茂別町
direct 旭川市(268/268) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
direct 函館市(244/244) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町
direct 帯広市(168/168) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 苫小牧市(127/127) t/day → receive from: 苫小牧市, 白老町, むかわ町
direct 釧路市(125/125) t/day → receive from: 釧路市, 釧路町, 厚岸町, 標茶町, 鶴居村, 白糖町
direct 室蘭市(121/121) t/day → receive from: 島牧村, 寿都町, 黒松内町, 真狩村, 留寿都村, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
direct 北見市(110/110) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町, 陸別町
direct 千歳市(103/103) t/day → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
direct 小樽市(88/88) t/day → receive from: 小樽市, 蘭越町, ニセコ町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 別海町(40/40) t/day → receive from: 浜中町, 弟子屈町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 稚内市(30/30) t/day → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町
direct 新ひだか町(26/26) t/day → receive from: 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町

----------------------  遺伝情報  ----------------------

個体数＝650
世代数＝1000
0: neval=650{'avg': 2983077.058880119, 'max': 4324963.03801819, 'min': 2094044.624960008} best=2094044.624960008
1: neval=500{'avg': 2644402.8565499573, 'max': 3869860.7687092773, 'min': 1975966.1144321698} best=1975966.1144321698
2: neval=521{'avg': 2447520.7152992543, 'max': 3645115.180908747, 'min': 1975966.1144321698} best=1975966.1144321698
3: neval=516{'avg': 2321000.330661237, 'max': 3597516.572324043, 'min': 1975966.1144321698} best=1975966.1144321698
4: neval=523{'avg': 2229037.7997830105, 'max': 2931249.7813129653, 'min': 1975966.1144321698} best=1975966.1144321698
5: neval=503{'avg': 2171801.360402413, 'max': 3359740.5480441926, 'min': 1968769.5769536132} best=1968769.5769536132
6: neval=500{'avg': 2119242.851811764, 'max': 3250616.517380479, 'min': 1957790.4863343742} best=1957790.4863343742
7: neval=521{'avg': 2076401.4829574188, 'max': 2851168.717485415, 'min': 1955987.5666280766} best=1955987.5666280766
8: neval=511{'avg': 2044074.9896107938, 'max': 3715083.5179683603, 'min': 1946188.6075928083} best=1946188.6075928083
9: neval=512{'avg': 2014365.260078675, 'max': 2945110.5326647596, 'min': 1922080.535263298} best=1922080.535263298
10: neval=520{'avg': 1993249.5345620848, 'max': 2571344.260513794, 'min': 1900653.0600525602} best=1900653.0600525602
11: neval=498{'avg': 1975372.3028590027, 'max': 2947659.0291687576, 'min': 1894838.569245616} best=1894838.569245616
12: neval=503{'avg': 1954623.3066080578, 'max': 2597852.431027757, 'min': 1883708.6466395704} best=1883708.6466395704
13: neval=502{'avg': 1933390.2987187302, 'max': 2305271.872389171, 'min': 1874191.9581112252} best=1874191.9581112252
14: neval=505{'avg': 1920995.8407944445, 'max': 4073534.852575308, 'min': 1874191.9581112252} best=1874191.9581112252
15: neval=517{'avg': 1909695.3125758024, 'max': 4060489.834268204, 'min': 1874191.9581112252} best=1874191.9581112252
16: neval=514{'avg': 1891297.7002171949, 'max': 2778459.831888727, 'min': 1874191.9581112252} best=1874191.9581112252
17: neval=508{'avg': 1884911.4573859412, 'max': 2721719.1759851803, 'min': 1874191.9581112252} best=1874191.9581112252
18: neval=510{'avg': 1879991.0773229636, 'max': 2628527.3012289214, 'min': 1874191.9581112252} best=1874191.9581112252
19: neval=518{'avg': 1879532.1510231928, 'max': 3368711.404294236, 'min': 1874191.9581112252} best=1874191.9581112252
20: neval=531{'avg': 1880793.3572894302, 'max': 3283188.793556119, 'min': 1874191.9581112252} best=1874191.9581112252
21: neval=531{'avg': 1889606.3174569574, 'max': 3390403.356781626, 'min': 1874191.9581112252} best=1874191.9581112252
22: neval=514{'avg': 1879893.5792263267, 'max': 3441509.7004105947, 'min': 1874191.9581112252} best=1874191.9581112252
23: neval=522{'avg': 1878654.1357670946, 'max': 2855921.3004842866, 'min': 1874191.9581112252} best=1874191.9581112252
24: neval=513{'avg': 1879329.728510185, 'max': 2890969.3873031395, 'min': 1874191.9581112252} best=1874191.9581112252
25: neval=513{'avg': 1879709.9695230315, 'max': 3495191.239603751, 'min': 1874191.9581112252} best=1874191.9581112252
26: neval=530{'avg': 1885320.376126948, 'max': 3513775.506457234, 'min': 1874191.9581112252} best=1874191.9581112252
27: neval=516{'avg': 1876359.6446410692, 'max': 2536235.0519886455, 'min': 1874191.9581112252} best=1874191.9581112252
28: neval=528{'avg': 1879496.7935768256, 'max': 3207596.83752648, 'min': 1874191.9581112252} best=1874191.9581112252
29: neval=501{'avg': 1878338.9262554848, 'max': 3367707.5829480197, 'min': 1874191.9581112252} best=1874191.9581112252
30: neval=507{'avg': 1876215.071684122, 'max': 2623507.772349861, 'min': 1874191.9581112252} best=1874191.9581112252
31: neval=519{'avg': 1878688.0006984572, 'max': 3020756.365030982, 'min': 1874191.9581112252} best=1874191.9581112252
32: neval=484{'avg': 1881778.4183015525, 'max': 3392450.436294902, 'min': 1874191.9581112252} best=1874191.9581112252
33: neval=522{'avg': 1878555.1093213074, 'max': 2787825.351382891, 'min': 1874191.9581112252} best=1874191.9581112252
34: neval=490{'avg': 1878558.9956920873, 'max': 3022481.248659102, 'min': 1874191.9581112252} best=1874191.9581112252
35: neval=522{'avg': 1876430.099599334, 'max': 2671655.477643127, 'min': 1874191.9581112252} best=1874191.9581112252
36: neval=511{'avg': 1884873.8554345095, 'max': 3245905.463114439, 'min': 1874191.9581112252} best=1874191.9581112252
37: neval=525{'avg': 1878055.1373221108, 'max': 2730891.657121182, 'min': 1874191.9581112252} best=1874191.9581112252
38: neval=511{'avg': 1883334.3622992286, 'max': 3476322.45290822, 'min': 1874191.9581112252} best=1874191.9581112252
39: neval=509{'avg': 1879591.8969984904, 'max': 2780109.385675003, 'min': 1874191.9581112252} best=1874191.9581112252
40: neval=523{'avg': 1880259.8137397785, 'max': 2751798.236733926, 'min': 1874191.9581112252} best=1874191.9581112252
41: neval=527{'avg': 1879213.0502401812, 'max': 3022534.7159013622, 'min': 1874191.9581112252} best=1874191.9581112252
42: neval=524{'avg': 1877383.9332983845, 'max': 3661243.9643794745, 'min': 1872183.4646505294} best=1872183.4646505294
