
実行時間＝252秒
個体数＝400
合計世代数＝193
------------------------  前提  ------------------------

waste=sanpai

ごみ量18位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048)

焼却施設数: 1
中継施設数: 7

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 9847216.025249997}
IC_inc: {'苫小牧市': 2758218.7167389826}
OC_inc: {'苫小牧市': 1154921.0445051813}

TC_indirect: {'釧路市': 2455404.592548, '帯広市': 551032.6999499999, '北見市': 393431.519208, '弟子屈町': 402329.80762800004, '厚岸町': 378842.06154, '興部町': 312917.5985399999, '稚内市': 233018.57683200005}
IC_trans: {'釧路市': 92031.58891186817, '帯広市': 25715.19910137649, '北見市': 12901.141208280827, '弟子屈町': 11452.461663118913, '厚岸町': 10393.743088288387, '興部町': 6802.303071699092, '稚内市': 6476.294239674273}
OC_trans: {'釧路市': 8095867.351327666, '帯広市': 2051045.20744906, '北見市': 961770.843728388, '弟子屈町': 842787.6032639459, '厚岸町': 756386.1497141072, '興部町': 470964.49713869824, '稚内市': 446170.20790327643}

==============================
Total cost: 32278097.234549608
==============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(15387/21557) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 芦別市, 赤平市, 三笠市, 滝川市, 砂川市, 歌志内市, 深川市, 南幌町, 奈井江町, 上砂川町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 札幌市, 江別市, 千歳市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町, 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 長万部町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 東川町, 中富良野町, 占冠村, 留萌市, 増毛町, 小平町
indirect 苫小牧市(6170/21557) t/day → receive from: 中継施設＝ 釧路市(1338813) → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
                                                    　　　厚岸町(124915) → receive from: 厚岸町, 浜中町, 根室市, 別海町
                                                    　　　弟子屈町(139153) → receive from: 清里町, 斜里町, 小清水町, 標茶町, 弟子屈町, 中標津町, 標津町, 羅臼町
                                                    　　　興部町(77690) → receive from: 士別市, 名寄市, 当麻町, 比布町, 愛別町, 上川町, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村, 幌加内町, 枝幸町, 紋別市, 湧別町, 滝上町, 興部町, 西興部村, 雄武町
                                                    　　　帯広市(339015) → receive from: 美瑛町, 上富良野町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
                                                    　　　稚内市(73506) → receive from: 中川町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 豊富町, 幌延町
                                                    　　　北見市(158819) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町

----------------------  遺伝情報  ----------------------

個体数＝400
世代数＝1000
0: neval=400{'avg': 52785258.357141845, 'max': 69531666.0194069, 'min': 40857059.85263618} best=40857059.85263618
1: neval=302{'avg': 46496897.9735339, 'max': 58273326.242495365, 'min': 36989634.191187404} best=36989634.191187404
2: neval=330{'avg': 42999333.94702442, 'max': 54801905.842578456, 'min': 34966090.36552766} best=34966090.36552766
3: neval=314{'avg': 40351693.30185197, 'max': 47355128.46801956, 'min': 33571261.64170809} best=33571261.64170809
4: neval=335{'avg': 37654892.50565148, 'max': 48174214.353298694, 'min': 33349850.252475448} best=33349850.252475448
5: neval=314{'avg': 35513410.99263436, 'max': 46867248.82240297, 'min': 33343740.1863791} best=33343740.1863791
6: neval=296{'avg': 34078965.105837494, 'max': 39450858.8275518, 'min': 32649811.19633921} best=32649811.19633921
7: neval=330{'avg': 33588344.6057953, 'max': 35753938.28853915, 'min': 32649811.19633921} best=32649811.19633921
8: neval=320{'avg': 33357205.277195618, 'max': 40440767.31655088, 'min': 32530081.668662928} best=32530081.668662928
9: neval=323{'avg': 33186060.44117354, 'max': 34831911.94285397, 'min': 32530081.668662928} best=32530081.668662928
10: neval=305{'avg': 32979684.996918168, 'max': 39423966.28428951, 'min': 32414181.18596907} best=32414181.18596907
11: neval=305{'avg': 32783692.259210177, 'max': 33995529.2211693, 'min': 32287926.35712182} best=32287926.35712182
12: neval=289{'avg': 32635978.277558833, 'max': 34866814.26085989, 'min': 32426540.17410945} best=32287926.35712182
13: neval=300{'avg': 32551798.972661275, 'max': 35371324.961904064, 'min': 32426540.17410945} best=32287926.35712182
14: neval=307{'avg': 32519302.45838032, 'max': 38533773.811345235, 'min': 32399096.736695915} best=32287926.35712182
15: neval=311{'avg': 32468528.921556264, 'max': 32616752.40188095, 'min': 32399096.736695915} best=32287926.35712182
16: neval=307{'avg': 32448164.262652606, 'max': 35039774.484614275, 'min': 32374220.883056685} best=32287926.35712182
17: neval=320{'avg': 32408994.003338564, 'max': 32530081.668662928, 'min': 32374220.883056685} best=32287926.35712182
18: neval=305{'avg': 32406783.080232058, 'max': 36586056.015995264, 'min': 32374220.883056685} best=32287926.35712182
19: neval=319{'avg': 32394066.133718368, 'max': 34833081.28665337, 'min': 32374220.883056685} best=32287926.35712182
20: neval=327{'avg': 32384817.866489686, 'max': 33564349.718271814, 'min': 32374220.883056685} best=32287926.35712182
21: neval=321{'avg': 32381683.971227035, 'max': 34144191.737631254, 'min': 32374220.883056685} best=32287926.35712182
22: neval=306{'avg': 32392576.061509557, 'max': 38031538.89178759, 'min': 32374220.883056685} best=32287926.35712182
23: neval=318{'avg': 32377681.111612383, 'max': 33066266.594193835, 'min': 32374220.883056685} best=32287926.35712182
24: neval=326{'avg': 32374220.883056697, 'max': 32374220.883056685, 'min': 32374220.883056685} best=32287926.35712182
25: neval=312{'avg': 32376561.294167012, 'max': 33310385.32718233, 'min': 32374220.883056685} best=32287926.35712182
26: neval=325{'avg': 32376423.87089468, 'max': 32947515.631796107, 'min': 32374220.883056685} best=32287926.35712182
27: neval=321{'avg': 32393471.20102557, 'max': 40074348.0706072, 'min': 32374220.883056685} best=32287926.35712182
28: neval=309{'avg': 32397204.64060054, 'max': 35492617.602720395, 'min': 32374220.883056685} best=32287926.35712182
29: neval=330{'avg': 32380304.442763414, 'max': 34535854.093290485, 'min': 32374220.883056685} best=32287926.35712182
30: neval=314{'avg': 32394994.497052137, 'max': 35631514.14381164, 'min': 32366337.654826447} best=32287926.35712182
31: neval=312{'avg': 32391589.05449639, 'max': 37847175.4563096, 'min': 32366337.654826447} best=32287926.35712182
32: neval=320{'avg': 32382638.474872388, 'max': 34674937.83958982, 'min': 32366337.654826447} best=32287926.35712182
33: neval=320{'avg': 32386968.555029295, 'max': 35155395.61526703, 'min': 32366337.654826447} best=32287926.35712182
34: neval=320{'avg': 32386541.63653386, 'max': 34899026.16242092, 'min': 32310030.761535913} best=32287926.35712182
35: neval=307{'avg': 32383797.11713612, 'max': 34545178.00316259, 'min': 32310030.761535913} best=32287926.35712182
36: neval=307{'avg': 32398203.481585197, 'max': 39613450.540909044, 'min': 32310030.761535913} best=32287926.35712182
37: neval=309{'avg': 32370102.658347175, 'max': 35353658.57888317, 'min': 32287926.35712182} best=32287926.35712182
