----------------------  実行情報  ----------------------
実行時間＝30秒
個体数＝450
合計世代数＝97
==============================
Total cost: 2315041.1332152705
==============================
------------------------  前提  ------------------------

waste=kanen

ごみ量19位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907)

焼却施設数: 9
中継施設数: 0

輸送単価＝ 877 円/t/km
--------------------  GAPlot_input  --------------------

waste =kanen

inc_size= [455324, 97811, 88709, 81857, 62985, 60124, 44198, 40276, 9812]

inc_facility = ['札幌市', '旭川市', '函館市', '苫小牧市', '帯広市', '釧路市', '室蘭市', '北見市', '稚内市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '喜茂別町', '京極町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '俱知安町', '室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '西興部村'], ['音威子府村', '中川町', '羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size = []
trans_facility = []
trans_blocks = []

arrows = []


---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 314990.8178237999, '旭川市': 135614.30995330002, '函館市': 97918.8629344, '苫小牧市': 140631.59055779997, '帯広市': 74379.3045312, '釧路市': 144471.9376885, '室蘭市': 60371.94726650001, '北見市': 91523.56775280002, '稚内市': 23656.308151200003}
IC_inc: {'札幌市': 258212.67763337892, '旭川市': 77774.98198445758, '函館市': 72486.1591083265, '苫小牧市': 68404.33689956398, '帯広市': 56626.58373335849, '釧路市': 54760.05802276098, '室蘭市': 43863.74169646742, '北見市': 41021.24089442148, '稚内市': 14819.296049750244}
OC_inc: {'札幌市': 81810.76621054493, '旭川市': 69803.95628373606, '函館市': 69048.44857431279, '苫小牧市': 68074.39175827276, '帯広市': 63315.54164740512, '釧路市': 62291.18196717612, '室蘭市': 54801.601484267245, '北見市': 52418.08340504848, '稚内市': 21949.439202521116}

TC_indirect: {}
IC_trans: {}
OC_trans: {}


----------------------  輸送情報  ----------------------

direct 札幌市(1247/1247) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(268/268) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
direct 函館市(243/243) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 苫小牧市(224/224) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 帯広市(173/173) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 釧路市(165/165) t/day → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 室蘭市(121/121) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
direct 北見市(110/110) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町, 陸別町
direct 稚内市(27/27) t/day → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町

----------------------  遺伝情報  ----------------------

個体数＝450
世代数＝1000
0: neval=450{'avg': 3869609.901314113, 'max': 5511879.820679834, 'min': 2464884.816165545} best=2464884.816165545
1: neval=368{'avg': 3378693.612083582, 'max': 4678945.307208865, 'min': 2464884.816165545} best=2464884.816165545
2: neval=355{'avg': 3036560.3692635684, 'max': 4107219.549034779, 'min': 2454821.5796769443} best=2454821.5796769443
3: neval=347{'avg': 2756659.07041212, 'max': 3802540.0187251405, 'min': 2346255.9304379607} best=2346255.9304379607
4: neval=344{'avg': 2560725.727036025, 'max': 3589523.300115741, 'min': 2346255.9304379607} best=2346255.9304379607
5: neval=368{'avg': 2481313.299470509, 'max': 4339813.14398692, 'min': 2330828.6853298703} best=2330828.6853298703
6: neval=345{'avg': 2432252.5261585936, 'max': 3622943.1091395994, 'min': 2315041.1332152705} best=2315041.1332152705
7: neval=369{'avg': 2403199.1899236757, 'max': 4885073.710387502, 'min': 2315041.1332152705} best=2315041.1332152705
8: neval=348{'avg': 2359806.81716909, 'max': 3065761.966432737, 'min': 2315041.1332152705} best=2315041.1332152705
9: neval=359{'avg': 2334449.321042671, 'max': 3087958.2757915743, 'min': 2315041.1332152705} best=2315041.1332152705
10: neval=358{'avg': 2321469.1381082637, 'max': 2858706.524605361, 'min': 2315041.1332152705} best=2315041.1332152705
11: neval=332{'avg': 2324571.754106798, 'max': 3659243.104722288, 'min': 2315041.1332152705} best=2315041.1332152705
12: neval=367{'avg': 2318933.6779651, 'max': 3278037.009876852, 'min': 2315041.1332152705} best=2315041.1332152705
13: neval=337{'avg': 2324879.8421156825, 'max': 3761828.111015879, 'min': 2315041.1332152705} best=2315041.1332152705
14: neval=369{'avg': 2317553.962186495, 'max': 2833515.8834862504, 'min': 2315041.1332152705} best=2315041.1332152705
15: neval=369{'avg': 2316404.951235397, 'max': 2928759.2422719924, 'min': 2315041.1332152705} best=2315041.1332152705
16: neval=347{'avg': 2318214.4103723173, 'max': 2714648.1054737754, 'min': 2315041.1332152705} best=2315041.1332152705
17: neval=354{'avg': 2318229.408110188, 'max': 3610092.24714154, 'min': 2315041.1332152705} best=2315041.1332152705
18: neval=345{'avg': 2316146.757284537, 'max': 2454713.722001725, 'min': 2315041.1332152705} best=2315041.1332152705
19: neval=354{'avg': 2315351.5167459073, 'max': 2454713.722001725, 'min': 2315041.1332152705} best=2315041.1332152705
20: neval=344{'avg': 2322067.776053699, 'max': 3417217.010584496, 'min': 2315041.1332152705} best=2315041.1332152705
21: neval=368{'avg': 2320919.4721136275, 'max': 3276492.791705784, 'min': 2315041.1332152705} best=2315041.1332152705
22: neval=339{'avg': 2322116.451817745, 'max': 3659738.9737757295, 'min': 2315041.1332152705} best=2315041.1332152705
23: neval=374{'avg': 2315773.5614725975, 'max': 2502852.563024485, 'min': 2315041.1332152705} best=2315041.1332152705
24: neval=356{'avg': 2325249.1659467984, 'max': 3978723.4332883097, 'min': 2315041.1332152705} best=2315041.1332152705
25: neval=363{'avg': 2320373.597783373, 'max': 2964944.110708519, 'min': 2315041.1332152705} best=2315041.1332152705
26: neval=353{'avg': 2316667.1926282034, 'max': 2886370.034889236, 'min': 2315041.1332152705} best=2315041.1332152705
27: neval=351{'avg': 2317850.6354703438, 'max': 2986031.42967444, 'min': 2315041.1332152705} best=2315041.1332152705
28: neval=337{'avg': 2316489.8348775473, 'max': 2643975.1409557895, 'min': 2315041.1332152705} best=2315041.1332152705
29: neval=352{'avg': 2323531.410380793, 'max': 3248262.647940434, 'min': 2315041.1332152705} best=2315041.1332152705
30: neval=346{'avg': 2322355.840831215, 'max': 2848853.689310296, 'min': 2315041.1332152705} best=2315041.1332152705
31: neval=349{'avg': 2320504.564456738, 'max': 3385613.994813674, 'min': 2315041.1332152705} best=2315041.1332152705
32: neval=354{'avg': 2317141.690374353, 'max': 2894537.3301335536, 'min': 2315041.1332152705} best=2315041.1332152705
33: neval=368{'avg': 2318017.497063741, 'max': 3074908.6681085285, 'min': 2315041.1332152705} best=2315041.1332152705
34: neval=366{'avg': 2316938.0638650986, 'max': 2862965.0364921605, 'min': 2315041.1332152705} best=2315041.1332152705
35: neval=355{'avg': 2322273.080298778, 'max': 4359577.04016564, 'min': 2315041.1332152705} best=2315041.1332152705
36: neval=356{'avg': 2319871.1669143834, 'max': 3515166.1462012515, 'min': 2315041.1332152705} best=2315041.1332152705
37: neval=359{'avg': 2318029.750155226, 'max': 3058793.7127520745, 'min': 2315041.1332152705} best=2315041.1332152705
38: neval=364{'avg': 2321748.269067165, 'max': 3340242.370744022, 'min': 2315041.1332152705} best=2315041.1332152705
39: neval=348{'avg': 2317575.400695261, 'max': 3283338.8967039166, 'min': 2315041.1332152705} best=2315041.1332152705
40: neval=349{'avg': 2320128.078475848, 'max': 3486786.9941083584, 'min': 2315041.1332152705} best=2315041.1332152705
41: neval=363{'avg': 2323049.8398476965, 'max': 3330427.341508717, 'min': 2315041.1332152705} best=2315041.1332152705
42: neval=363{'avg': 2316060.4995116014, 'max': 2475855.136907476, 'min': 2315041.1332152705} best=2315041.1332152705
43: neval=360{'avg': 2319660.8244381477, 'max': 3246884.7719305544, 'min': 2315041.1332152705} best=2315041.1332152705
44: neval=365{'avg': 2318891.3341719834, 'max': 2907539.607722521, 'min': 2315041.1332152705} best=2315041.1332152705
45: neval=350{'avg': 2318323.689222762, 'max': 3039071.262660453, 'min': 2315041.1332152705} best=2315041.1332152705
46: neval=363{'avg': 2318193.404469334, 'max': 3100606.559639459, 'min': 2315041.1332152705} best=2315041.1332152705
47: neval=348{'avg': 2316552.145287356, 'max': 2994996.5656535043, 'min': 2315041.1332152705} best=2315041.1332152705
48: neval=346{'avg': 2315041.1332152705, 'max': 2315041.1332152705, 'min': 2315041.1332152705} best=2315041.1332152705
49: neval=350{'avg': 2319363.038853687, 'max': 3451957.8094786014, 'min': 2315041.1332152705} best=2315041.1332152705
50: neval=367{'avg': 2320203.8236230877, 'max': 3451360.112265575, 'min': 2315041.1332152705} best=2315041.1332152705
51: neval=357{'avg': 2316099.940829832, 'max': 2566124.20994363, 'min': 2315041.1332152705} best=2315041.1332152705
52: neval=364{'avg': 2316147.0146043375, 'max': 2812687.758295437, 'min': 2315041.1332152705} best=2315041.1332152705
53: neval=319{'avg': 2317189.503541919, 'max': 2835683.6745489417, 'min': 2315041.1332152705} best=2315041.1332152705
54: neval=369{'avg': 2315041.1332152705, 'max': 2315041.1332152705, 'min': 2315041.1332152705} best=2315041.1332152705
55: neval=362{'avg': 2320388.1669862787, 'max': 3604405.4245429677, 'min': 2315041.1332152705} best=2315041.1332152705
56: neval=350{'avg': 2318863.489637914, 'max': 3142474.6985131227, 'min': 2315041.1332152705} best=2315041.1332152705
57: neval=344{'avg': 2320777.1695549577, 'max': 3320379.8296801057, 'min': 2315041.1332152705} best=2315041.1332152705
58: neval=347{'avg': 2317831.8779548374, 'max': 2957206.859683624, 'min': 2315041.1332152705} best=2315041.1332152705
