--------------------  GAPlot_input  --------------------

inc_size= [6566, 4772, 4349, 3018, 1193, 924, 736]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '旭川市', '帯広市', '函館市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '喜茂別町', '京極町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '俱知安町', '室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町', '紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '西興部村', '雄武町'], ['様似町', 'えりも町', '訓子府町', '置戸町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '大空町', '釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[6]
trans_facility = ['占冠村']
trans_blocks = [['南富良野町', '占冠村']]

arrows = [[['帯広市'], ['占冠村']]]

----------------------  実行情報  ----------------------
実行時間＝56秒
個体数＝400
合計世代数＝102
------------------------  前提  ------------------------

waste=sanpai

ごみ量18位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048)

焼却施設数: 7
中継施設数: 1

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 388427.60594999994, '釧路市': 1261987.7836799999, '室蘭市': 721728.70188, '札幌市': 410310.87564000004, '旭川市': 971443.7954400001, '帯広市': 142082.31258, '函館市': 174418.94070000004}
IC_inc: {'苫小牧市': 840065.8739904714, '釧路市': 610634.6220293177, '室蘭市': 556456.9859056548, '札幌市': 386092.1207936888, '旭川市': 152635.51929996637, '帯広市': 118210.59548677818, '函館市': 99570.97674578993}
OC_inc: {'苫小牧市': 351752.292432162, '釧路市': 255684.86327977604, '室蘭市': 232999.60930733572, '札幌市': 161664.45130553615, '旭川市': 63911.528229684605, '帯広市': 49497.127832045284, '函館市': 39411.17211864153}

TC_indirect: {'占冠村': 2791.5577500000004}
IC_trans: {'占冠村': 331.988604865138}
OC_trans: {'占冠村': 14855.59142091406}

=============================
Total cost: 8006966.892402623
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6566/6566) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(4772/4772) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 大空町, 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 室蘭市(4349/4349) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
direct 札幌市(3018/3018) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(1193/1193) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村, 中川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町, 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 西興部村, 雄武町
direct 帯広市(918/924) t/day → receive from: 様似町, えりも町, 訓子府町, 置戸町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町
indirect 帯広市(6/924) t/day → receive from: 中継施設＝ 占冠村(2212) → receive from: 南富良野町, 占冠村
direct 函館市(736/736) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町

----------------------  遺伝情報  ----------------------

個体数＝400
世代数＝1000
0: neval=400{'avg': 12952727.033764012, 'max': 22912402.749323826, 'min': 9751068.963365734} best=9751068.963365734
1: neval=307{'avg': 11626476.334803035, 'max': 16066207.015542919, 'min': 8539797.750261568} best=8539797.750261568
2: neval=311{'avg': 10979587.918544503, 'max': 14189129.430170791, 'min': 8539797.750261568} best=8539797.750261568
3: neval=321{'avg': 10236898.50178039, 'max': 13902780.101282164, 'min': 8539797.750261568} best=8539797.750261568
4: neval=303{'avg': 9754825.965661597, 'max': 12746322.303981306, 'min': 8237843.627008876} best=8237843.627008876
5: neval=310{'avg': 9252630.169963071, 'max': 14581009.320136502, 'min': 8157517.800754028} best=8157517.800754028
6: neval=316{'avg': 8837874.061763966, 'max': 12064488.077910788, 'min': 8179155.478611002} best=8157517.800754028
7: neval=321{'avg': 8518349.173693426, 'max': 13089072.431909634, 'min': 8108187.153961779} best=8108187.153961779
8: neval=316{'avg': 8282535.207140011, 'max': 9281840.630342769, 'min': 8108187.153961779} best=8108187.153961779
9: neval=305{'avg': 8204078.47131329, 'max': 8539797.750261568, 'min': 8108187.153961779} best=8108187.153961779
10: neval=306{'avg': 8175364.658255377, 'max': 9919122.009859389, 'min': 8108187.153961779} best=8108187.153961779
11: neval=307{'avg': 8166931.260936984, 'max': 10808984.092139132, 'min': 8108187.153961779} best=8108187.153961779
12: neval=319{'avg': 8144677.730756957, 'max': 10895640.27703133, 'min': 8108187.153961779} best=8108187.153961779
13: neval=316{'avg': 8133489.971742, 'max': 10286178.043272391, 'min': 8108187.153961779} best=8108187.153961779
14: neval=311{'avg': 8114474.489431121, 'max': 10286178.043272391, 'min': 8108187.153961779} best=8108187.153961779
15: neval=286{'avg': 8117678.238685539, 'max': 11812749.12465161, 'min': 8108187.153961779} best=8108187.153961779
16: neval=306{'avg': 8140014.804126002, 'max': 14757193.193238486, 'min': 8108187.153961779} best=8108187.153961779
17: neval=292{'avg': 8112411.880205493, 'max': 9516271.526933866, 'min': 8108187.153961779} best=8108187.153961779
18: neval=319{'avg': 8112694.390348775, 'max': 9911081.70876079, 'min': 8108187.153961779} best=8108187.153961779
19: neval=314{'avg': 8108187.153961779, 'max': 8108187.153961779, 'min': 8108187.153961779} best=8108187.153961779
20: neval=325{'avg': 8112276.594097004, 'max': 9656695.683389414, 'min': 8108187.153961779} best=8108187.153961779
21: neval=327{'avg': 8111472.8879085155, 'max': 9827361.778893452, 'min': 8006966.892402623} best=8006966.892402623
22: neval=319{'avg': 8133304.143236915, 'max': 11314506.747488623, 'min': 8006966.892402623} best=8006966.892402623
23: neval=329{'avg': 8110756.096043215, 'max': 10578004.471929926, 'min': 8006966.892402623} best=8006966.892402623
24: neval=323{'avg': 8101999.203049857, 'max': 10753166.17352986, 'min': 8006966.892402623} best=8006966.892402623
25: neval=326{'avg': 8081533.829429144, 'max': 10651356.552473942, 'min': 8006966.892402623} best=8006966.892402623
26: neval=331{'avg': 8062014.534956935, 'max': 14053498.685934473, 'min': 8006966.892402623} best=8006966.892402623
27: neval=311{'avg': 8021265.3639619835, 'max': 10943384.247770695, 'min': 8006966.892402623} best=8006966.892402623
28: neval=313{'avg': 8016242.573621549, 'max': 10557588.592389366, 'min': 8006966.892402623} best=8006966.892402623
29: neval=312{'avg': 8015357.933211232, 'max': 9982963.26665864, 'min': 8006966.892402623} best=8006966.892402623
30: neval=317{'avg': 8022198.763205536, 'max': 10533340.028529784, 'min': 8006966.892402623} best=8006966.892402623
31: neval=345{'avg': 8006966.89240262, 'max': 8006966.892402623, 'min': 8006966.892402623} best=8006966.892402623
32: neval=329{'avg': 8040216.171741825, 'max': 14890293.558447814, 'min': 8006966.892402623} best=8006966.892402623
33: neval=319{'avg': 8015458.491354121, 'max': 9745980.744020874, 'min': 8006966.892402623} best=8006966.892402623
34: neval=322{'avg': 8019602.082481777, 'max': 11267357.370865207, 'min': 8006966.892402623} best=8006966.892402623
35: neval=287{'avg': 8007590.91089565, 'max': 8256574.289614452, 'min': 8006966.892402623} best=8006966.892402623
36: neval=323{'avg': 8050989.141171469, 'max': 12671717.478911437, 'min': 8006966.892402623} best=8006966.892402623
37: neval=330{'avg': 8059693.491788651, 'max': 13997305.109432155, 'min': 8006966.892402623} best=8006966.892402623
38: neval=321{'avg': 8022123.382322807, 'max': 11320529.008522382, 'min': 8006966.892402623} best=8006966.892402623
39: neval=326{'avg': 8040187.119545631, 'max': 16024187.970458403, 'min': 8006966.892402623} best=8006966.892402623
40: neval=319{'avg': 8061260.883847437, 'max': 14980134.73960642, 'min': 8006966.892402623} best=8006966.892402623
41: neval=312{'avg': 8044153.973977378, 'max': 13560167.207096998, 'min': 8006966.892402623} best=8006966.892402623
42: neval=307{'avg': 8028301.094418507, 'max': 10000423.427889105, 'min': 8006966.892402623} best=8006966.892402623
43: neval=335{'avg': 8016897.872927508, 'max': 10467691.8330086, 'min': 8006966.892402623} best=8006966.892402623
44: neval=302{'avg': 8040518.837794166, 'max': 13526111.710548656, 'min': 8006966.892402623} best=8006966.892402623
45: neval=303{'avg': 8014788.488592949, 'max': 10876341.260449924, 'min': 8006966.892402623} best=8006966.892402623
46: neval=319{'avg': 8016238.905171438, 'max': 10169085.773108175, 'min': 8006966.892402623} best=8006966.892402623
47: neval=296{'avg': 8051381.49973367, 'max': 12837789.444506584, 'min': 8006966.892402623} best=8006966.892402623
48: neval=323{'avg': 8046934.880352626, 'max': 14857192.412533239, 'min': 8006966.892402623} best=8006966.892402623
49: neval=320{'avg': 8012961.209169314, 'max': 9420259.080585994, 'min': 8006966.892402623} best=8006966.892402623
50: neval=295{'avg': 8043293.341704434, 'max': 12394682.598851327, 'min': 8006966.892402623} best=8006966.892402623
51: neval=304{'avg': 8047129.989179297, 'max': 12394682.598851327, 'min': 8006966.892402623} best=8006966.892402623
52: neval=313{'avg': 8013416.205291999, 'max': 10586692.04815368, 'min': 8006966.892402623} best=8006966.892402623
53: neval=300{'avg': 8021250.165983018, 'max': 11374936.899300354, 'min': 8006966.892402623} best=8006966.892402623
54: neval=332{'avg': 8013495.313152053, 'max': 10258235.853655584, 'min': 8006966.892402623} best=8006966.892402623
55: neval=313{'avg': 8016542.246612232, 'max': 11452044.005876925, 'min': 8006966.892402623} best=8006966.892402623
56: neval=298{'avg': 8023478.311238634, 'max': 12391290.778429644, 'min': 8006966.892402623} best=8006966.892402623
57: neval=327{'avg': 8035833.29296307, 'max': 13850793.65792957, 'min': 8006966.892402623} best=8006966.892402623
58: neval=320{'avg': 8019074.653944813, 'max': 10454445.444848899, 'min': 8006966.892402623} best=8006966.892402623
59: neval=305{'avg': 8006966.89240262, 'max': 8006966.892402623, 'min': 8006966.892402623} best=8006966.892402623
60: neval=323{'avg': 8007384.033179654, 'max': 8173823.203216206, 'min': 8006966.892402623} best=8006966.892402623
