--------------------  GAPlot_input  --------------------

inc_size= [6566, 4772, 4349, 3018, 1193, 924, 736]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '旭川市', '帯広市', '函館市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '喜茂別町', '京極町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '俱知安町', '室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町', '紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '西興部村', '雄武町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '訓子府町', '置戸町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '大空町', '釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size = []
trans_facility = []
trans_blocks = []

arrows = []

----------------------  実行情報  ----------------------
実行時間＝17秒
個体数＝350
合計世代数＝77
------------------------  前提  ------------------------

waste=sanpai

ごみ量17位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767)

焼却施設数: 7
中継施設数: 0

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 388427.60594999994, '釧路市': 1261987.7836799999, '室蘭市': 721728.70188, '札幌市': 410310.87564000004, '旭川市': 971443.7954400001, '帯広市': 147543.91047, '函館市': 174418.94070000004}
IC_inc: {'苫小牧市': 840065.8739904714, '釧路市': 610634.6220293177, '室蘭市': 556456.9859056548, '札幌市': 386092.1207936888, '旭川市': 152635.51929996637, '帯広市': 118210.59548677818, '函館市': 99570.97674578993}
OC_inc: {'苫小牧市': 351752.292432162, '釧路市': 255684.86327977604, '室蘭市': 232999.60930733572, '札幌市': 161664.45130553615, '旭川市': 63911.528229684605, '帯広市': 49497.127832045284, '函館市': 39411.17211864153}

TC_indirect: {}
IC_trans: {}
OC_trans: {}

=============================
Total cost: 7994449.352516845
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6566/6566) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(4772/4772) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 大空町, 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 室蘭市(4349/4349) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
direct 札幌市(3018/3018) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(1193/1193) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村, 中川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町, 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 西興部村, 雄武町
direct 帯広市(924/924) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 訓子府町, 置戸町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町
direct 函館市(736/736) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町

----------------------  遺伝情報  ----------------------

個体数＝350
世代数＝1000
0: neval=350{'avg': 11343025.121968621, 'max': 16648954.01817014, 'min': 9533462.14289685} best=9533462.14289685
1: neval=291{'avg': 10424977.760611508, 'max': 12861718.806202492, 'min': 9037103.476361223} best=9037103.476361223
2: neval=265{'avg': 10016300.160022035, 'max': 13279686.517190833, 'min': 8898335.230301121} best=8898335.230301121
3: neval=275{'avg': 9622473.190179048, 'max': 12214814.386521349, 'min': 8522189.131226845} best=8522189.131226845
4: neval=275{'avg': 9347782.980726976, 'max': 13856586.44763613, 'min': 8364241.964036845} best=8364241.964036845
5: neval=271{'avg': 9254434.699641421, 'max': 14396324.30753574, 'min': 8254901.929046845} best=8254901.929046845
6: neval=257{'avg': 8966107.120344454, 'max': 12457273.90215297, 'min': 7994449.352516845} best=7994449.352516845
7: neval=268{'avg': 8801686.719431961, 'max': 13982177.553494679, 'min': 7994449.352516845} best=7994449.352516845
8: neval=275{'avg': 8571915.655357273, 'max': 12877048.322924659, 'min': 7994449.352516845} best=7994449.352516845
9: neval=265{'avg': 8330990.824783538, 'max': 9753681.19976791, 'min': 7994449.352516845} best=7994449.352516845
10: neval=297{'avg': 8195272.325912535, 'max': 11179808.738841183, 'min': 7994449.352516845} best=7994449.352516845
11: neval=271{'avg': 8037244.2681921385, 'max': 9029528.061206851, 'min': 7994449.352516845} best=7994449.352516845
12: neval=276{'avg': 8019337.013365728, 'max': 11679522.598035727, 'min': 7994449.352516845} best=7994449.352516845
13: neval=301{'avg': 8021634.689362496, 'max': 12313474.230942687, 'min': 7994449.352516845} best=7994449.352516845
14: neval=263{'avg': 7997134.2063096985, 'max': 8934148.180015406, 'min': 7994449.352516845} best=7994449.352516845
15: neval=256{'avg': 7999252.162653457, 'max': 9580883.503800832, 'min': 7994449.352516845} best=7994449.352516845
16: neval=289{'avg': 7994449.352516845, 'max': 7994449.352516845, 'min': 7994449.352516845} best=7994449.352516845
17: neval=277{'avg': 8014651.526199461, 'max': 12262617.38169796, 'min': 7994449.352516845} best=7994449.352516845
18: neval=268{'avg': 8022919.895111841, 'max': 12202955.805678448, 'min': 7994449.352516845} best=7994449.352516845
19: neval=264{'avg': 8011692.237119418, 'max': 13732877.476287149, 'min': 7994449.352516845} best=7994449.352516845
20: neval=270{'avg': 8014370.136097372, 'max': 13788616.655000482, 'min': 7994449.352516845} best=7994449.352516845
21: neval=290{'avg': 8000798.035502298, 'max': 9883434.693735268, 'min': 7994449.352516845} best=7994449.352516845
22: neval=278{'avg': 8023446.082168552, 'max': 13617320.066987874, 'min': 7994449.352516845} best=7994449.352516845
23: neval=296{'avg': 8009553.740597143, 'max': 10850500.359209158, 'min': 7994449.352516845} best=7994449.352516845
24: neval=263{'avg': 8014169.540489406, 'max': 13803586.982372202, 'min': 7994449.352516845} best=7994449.352516845
25: neval=277{'avg': 8001272.519823536, 'max': 10382557.90985886, 'min': 7994449.352516845} best=7994449.352516845
26: neval=256{'avg': 7994449.352516845, 'max': 7994449.352516845, 'min': 7994449.352516845} best=7994449.352516845
27: neval=296{'avg': 8015574.85019323, 'max': 12365236.145729765, 'min': 7994449.352516845} best=7994449.352516845
28: neval=258{'avg': 8001787.33991207, 'max': 9541020.371847922, 'min': 7994449.352516845} best=7994449.352516845
29: neval=282{'avg': 8047070.71077425, 'max': 13945379.74756227, 'min': 7994449.352516845} best=7994449.352516845
30: neval=285{'avg': 7994449.352516845, 'max': 7994449.352516845, 'min': 7994449.352516845} best=7994449.352516845
31: neval=266{'avg': 8017072.61071367, 'max': 12144521.789025, 'min': 7994449.352516845} best=7994449.352516845
32: neval=277{'avg': 8017128.995206742, 'max': 12113548.805387303, 'min': 7994449.352516845} best=7994449.352516845
33: neval=283{'avg': 8014158.532939911, 'max': 12718592.74943293, 'min': 7994449.352516845} best=7994449.352516845
34: neval=274{'avg': 8004394.784916025, 'max': 9972160.724026889, 'min': 7994449.352516845} best=7994449.352516845
35: neval=253{'avg': 8001069.535677347, 'max': 10311513.458692444, 'min': 7994449.352516845} best=7994449.352516845
36: neval=277{'avg': 8057872.07774089, 'max': 15079652.441775322, 'min': 7994449.352516845} best=7994449.352516845
37: neval=287{'avg': 8021191.074133505, 'max': 12036379.952839023, 'min': 7994449.352516845} best=7994449.352516845
38: neval=272{'avg': 8000960.140621659, 'max': 10273225.189201951, 'min': 7994449.352516845} best=7994449.352516845
39: neval=277{'avg': 8007014.460451216, 'max': 10025208.758803256, 'min': 7994449.352516845} best=7994449.352516845
40: neval=288{'avg': 8001959.17980353, 'max': 9641191.753599485, 'min': 7994449.352516845} best=7994449.352516845
41: neval=267{'avg': 8028896.05063303, 'max': 14782915.085740482, 'min': 7994449.352516845} best=7994449.352516845
42: neval=287{'avg': 8007473.665511919, 'max': 10621485.14668417, 'min': 7994449.352516845} best=7994449.352516845
43: neval=286{'avg': 8018803.8486445015, 'max': 16518522.997196829, 'min': 7994449.352516845} best=7994449.352516845
44: neval=291{'avg': 8011430.346068794, 'max': 11907505.152003977, 'min': 7994449.352516845} best=7994449.352516845
45: neval=290{'avg': 8001875.844046186, 'max': 9294085.37015129, 'min': 7994449.352516845} best=7994449.352516845
46: neval=282{'avg': 7994449.352516845, 'max': 7994449.352516845, 'min': 7994449.352516845} best=7994449.352516845
47: neval=259{'avg': 8008838.526801864, 'max': 10632674.468064362, 'min': 7994449.352516845} best=7994449.352516845
48: neval=291{'avg': 8009507.21416108, 'max': 12406845.17788684, 'min': 7994449.352516845} best=7994449.352516845
49: neval=280{'avg': 8009656.983389869, 'max': 10103465.0000368, 'min': 7994449.352516845} best=7994449.352516845
50: neval=265{'avg': 7996014.394373588, 'max': 8542214.002376847, 'min': 7994449.352516845} best=7994449.352516845
51: neval=268{'avg': 7994449.352516845, 'max': 7994449.352516845, 'min': 7994449.352516845} best=7994449.352516845
52: neval=278{'avg': 7994449.352516845, 'max': 7994449.352516845, 'min': 7994449.352516845} best=7994449.352516845
53: neval=269{'avg': 7994449.352516845, 'max': 7994449.352516845, 'min': 7994449.352516845} best=7994449.352516845
54: neval=270{'avg': 8016448.263208609, 'max': 12683457.497102873, 'min': 7994449.352516845} best=7994449.352516845
55: neval=283{'avg': 7999951.808745961, 'max': 9762523.41227685, 'min': 7994449.352516845} best=7994449.352516845
56: neval=285{'avg': 8006220.145723487, 'max': 9641191.753599485, 'min': 7994449.352516845} best=7994449.352516845
57: neval=279{'avg': 8001155.496265665, 'max': 9209410.920435706, 'min': 7994449.352516845} best=7994449.352516845
