
実行時間= 1888秒

------------------------  前提  ------------------------

ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

焼却施設数: 10
中継施設数: 1

----------------------  輸送情報  ----------------------

direct 札幌市(455324)/455324 → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(97811)/97811 → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
direct 函館市(89082)/89082 → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町
direct 苫小牧市(81857)/81857 → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 帯広市(62985)/62985 → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 釧路市(45633)/45633 → receive from: 釧路市, 釧路町, 厚岸町, 標茶町, 鶴居村, 白糖町
direct 室蘭市(44198)/44198 → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
direct 北見市(40276)/40276 → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町, 陸別町
direct 別海町(14491)/14491 → receive from: 浜中町, 弟子屈町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 稚内市(10799)/10799 → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 107750.56481999999, '旭川市': 46390.299869999995, '函館市': 35008.78791, '苫小牧市': 48106.58742, '帯広市': 25443.31968, '釧路市': 5221.74414, '室蘭市': 20651.749350000002, '北見市': 31307.94792, '別海町': 16280.882190000002, '稚内市': 9886.457279999999}
IC_inc: {'札幌市': 159613.1891114947, '旭川市': 48076.31066532725, '函館市': 44942.80374112252, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 27746.089065790613, '室蘭市': 27114.20586589729, '北見市': 25357.124756538607, '別海町': 12134.266162326361, '稚内市': 9815.922821275713}
OC_inc: {'札幌市': 66833.21738291832, '旭川市': 57024.56046545789, '函館市': 56442.255725112984, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 45433.20587338103, '室蘭市': 44768.76962017755, '北見市': 42821.615360375356, '別海町': 23423.746010393308, '稚内市': 19174.56440623127}

TC_indirect: {'北見市': 0}
IC_trans: {'北見市': 0}
OC_trans: {'北見市': 0}

Total cost: 1241393.2304522393

----------------------  遺伝情報  ----------------------

個体数＝150
世代数＝200
gen	nevals	avg        	min        	max        
0  	165   	2.15368e+06	1.45445e+06	3.93984e+06
1  	133   	inf        	1.34073e+06	inf        
gen	nevals	avg	min        	max
0  	0     	inf	1.34073e+06	inf
1  	138   	inf	1.31115e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.31115e+06	inf
1  	152   	inf	1.31115e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.31115e+06	inf
1  	168   	inf	1.31115e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.31115e+06	inf
1  	183   	inf	1.29578e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.29578e+06	inf
1  	200   	inf	1.27726e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.27726e+06	inf
1  	191   	inf	1.26379e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.26379e+06	inf
1  	212   	inf	1.25305e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.25305e+06	inf
1  	227   	inf	1.25305e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.25305e+06	inf
1  	233   	inf	1.25289e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.25289e+06	inf
1  	245   	inf	1.25289e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.25289e+06	inf
1  	258   	inf	1.24215e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24215e+06	inf
1  	277   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	293   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	295   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	320   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	331   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	322   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	336   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	344   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	366   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	382   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	385   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	405   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	412   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	437   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	444   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	452   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	446   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	479   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	477   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	470   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	526   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	517   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	534   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	554   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	546   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
1  	587   	inf	1.24139e+06	inf
gen	nevals	avg	min        	max
0  	0     	inf	1.24139e+06	inf
